Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	189	3.664921465968586	5.73E-11	"P24385, P49815, O00206, P62753, Q9UBY5, P26006, P02462, Q9Y2T4, Q02763, P18564, Q00987, O15530, P26010, Q16822, P08172, P01308, P38936, P06213, Q6ZVD8, P36507, Q9HAV0, P55211, P10415, O43521, P24394, Q16543, P05556, P12111, P08572, Q07820, O95988, P04085, Q07889, O43524, P08238, P14784, P62258, P67775, Q04206, P01133, Q07890, P01589, O60603, O43320, Q16537, P46527, P01138, P32881, Q01955, P17252, O14920, Q02750, Q9HBW0, P08887, Q9UBI6, Q9Y243, P22105, P27348, P14625, P06756, O60674, P09619, P31751, P43405, P28482, P21802, P07942, P01106, P42345, P63104, Q13131, P16144, Q06190, P27361, P24941, Q15173, P04049, P09603, P42338, Q05397, P42336, P11802, Q04917, P10242, P01116, P00533, P31749, P61328, P01112, P63151, P08648, P05019, P62714, O96020, P30154, P08138, P16234, P30153, P15391, P31946, P10451, P35568, P29400, P18084, P52333, P27986, P62993, Q92569, O43889, Q15382, Q00005, Q00534, P13807, Q9Y6N6, P49841, O60346, P17181, P17948, P35575, P05106, Q96BR1, P08123, P63000, Q92574, P48023, P04637, Q14031, P08069, P24821, P35968, P04275, P15692, P49763, O00459, P11229, P60484, P25116, P05015, Q9UBS0, P13612, P02751, Q15831, P29317, P01569, P49765, P07333, P23443, P11362, P08581, P10912, P16871, P59768, P61981, P23588, O15111, Q13362, P07900, P62873, P13232, P62879, P38398, P29474, P13725, P11047, P30281, P07996, P22736, Q9Y6K9, O14775, P19793, P23458, Q8WYR1, P18848, P35558, Q13541, P15336, O60573, P19838, P25391, O00141, P06730, P10721, P19235, P56278, P04004, Q8N122, P23229, P52803, Q9HBY8"	2604	345	6910	1.45371669	1.70E-08	7.09E-10	7.65E-08
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	46	0.8919914679076983	6.69E-11	"Q8WWW0, P24385, Q13043, P17252, Q9UM73, P42771, Q02750, P10398, P49789, Q9Y243, P27986, P62993, Q92569, O15530, P16885, P28702, P04626, P31751, P28482, Q00534, P36507, P55211, P15056, P06400, P19793, Q8WYR1, P10826, P05129, P19174, P27361, P05771, Q07889, O43524, P04637, P04049, P42338, P42336, P11802, P01135, P01133, Q07890, P01116, O00459, P00533, P31749, P01112"	2604	56	6910	2.179750933	1.99E-08	7.94E-10	8.92E-08
KEGG_PATHWAY	hsa04664:Fc epsilon RI signaling pathway	53	1.027729299980609	6.72E-11	"P53778, P53779, Q06187, P27986, P62993, Q92569, O15530, P15153, P16885, Q15759, P36507, O15264, Q9UP65, P52735, Q96D37, P05771, O43561, Q07889, P47712, P63000, Q92835, P15498, P45984, P45985, Q07890, Q16539, O00459, P45983, Q86XP0, P17252, P01375, Q02750, Q01362, P35225, Q9Y243, Q13094, Q9UKW4, P43405, P31751, P28482, P06241, P46734, P07948, Q9UQC2, Q8WYR1, P19174, P27361, P04049, P42338, P42336, P01116, O14733, P31749, P01112"	2604	68	6910	2.068254721	2.00E-08	7.67E-10	8.96E-08
KEGG_PATHWAY	hsa05145:Toxoplasmosis	80	1.5512895094046928	7.83E-11	"P42224, P01130, Q9NWZ3, P20036, O00206, P53778, P30405, P53779, O15524, P01911, O43318, P11142, P27986, Q92569, O15530, Q15759, P55211, O15264, P10415, Q9Y6N6, P05556, Q14790, P25963, P19438, P01903, P01906, P98170, P45984, Q04206, O00459, O60603, Q16539, Q9NYJ8, P01137, P45983, Q99836, P09917, P34931, O14920, P01375, Q13489, P35228, P61812, P04899, O15111, Q9Y243, Q13490, O60674, P51617, P31751, P28482, P07942, P11047, P29965, Q9Y4K3, Q9Y6K9, P46734, P17066, P08754, P33076, P23458, Q8WYR1, P25942, Q15653, P54652, P27361, Q15750, P19838, P25391, P99999, P51681, P42338, P29597, P09471, P42336, P01920, P42574, P23229, P40763, P31749"	2604	118	6910	1.799057513	2.32E-08	8.61E-10	1.04E-07
KEGG_PATHWAY	hsa05215:Prostate cancer	64	1.2410316075237542	8.53E-11	"P24385, P05019, O96020, P16234, P10398, Q12778, P27986, P62993, Q92569, Q00987, O15530, O43889, P38936, P01308, P36507, P55211, P10415, P15056, P06400, P49841, P25963, P04085, Q07889, P04637, P08069, P08238, P01135, Q04206, P01133, Q07890, P60484, O00459, P46527, P11362, O14920, Q92793, Q02750, P35222, O15111, P10275, Q9Y243, P07900, P14625, P09619, P04626, P31751, P28482, P21802, P42345, Q9Y6K9, Q8WYR1, Q09472, P18848, P27361, P24941, P19838, P04049, P42338, P42336, P14616, P01116, P00533, P31749, P01112"	2604	88	6910	1.929898059	2.53E-08	9.04E-10	1.14E-07
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	126	2.4432809773123907	9.41E-11	"Q9NR80, P46940, O60610, P62070, P10398, P23528, P26006, P07737, P18564, P15153, P25054, P26010, P08173, P08172, P01308, O43707, P36507, O00401, P15056, Q13153, P05556, Q13464, O15511, P04085, Q07889, Q14344, Q13009, Q9H1R3, P61586, Q13349, P01133, Q07890, O43320, Q92888, P18206, Q03113, P60953, Q02750, Q9NZN5, P35609, Q8TBX8, P12814, Q9UBI6, P19105, Q9UKW4, P06756, P09619, O60879, P28482, P21802, P20309, Q9BUA6, P42768, O15144, O15145, O15143, P16144, P27361, P04049, P35241, P06396, Q02045, P42338, Q05397, P49023, P42336, P14616, P63261, O75116, P10301, P01116, O60331, P00533, P61328, Q8N8S7, P01112, P08648, P12931, P16234, P60709, P62136, P18084, P27986, P15311, Q92569, P53667, Q9Y2X7, P08912, P00734, Q9BPX5, P26038, P52735, Q96D37, P05107, P05106, P63000, O14950, P15498, P20701, Q9P286, O00459, P11229, P25116, P13612, P02751, P36873, P11362, Q9UQB8, P56945, P46109, Q15052, Q9NRY4, P46108, Q86VI3, Q08043, Q8WYR1, O96013, P19634, Q13177, O14974, Q8TE77, Q99755, Q15746, Q9Y2I7, Q14185, Q6PKD3, P35080, P23229"	2604	211	6910	1.584620089	2.79E-08	9.63E-10	1.26E-07
KEGG_PATHWAY	hsa04210:Apoptosis	49	0.9501648245103742	1.73E-10	"P17655, Q99558, O95831, P27986, Q92569, P55210, P55211, P55212, P10415, O15519, Q14790, P25963, O14798, P19438, P48023, P04637, Q07812, P98170, Q04206, Q15628, P55957, O00459, P01138, O14763, O14920, P01375, Q13489, O15111, Q13315, Q13546, O76075, Q9Y243, Q13490, P31751, Q13158, P04629, Q9Y6K9, O00220, Q8WYR1, P07384, P19838, Q12933, Q92851, P99999, P42338, P42336, P25445, P42574, P31749"	2604	62	6910	2.09720777	5.13E-08	1.71E-09	2.30E-07
KEGG_PATHWAY	hsa05210:Colorectal cancer	49	0.9501648245103742	1.73E-10	"P24385, P36897, O15169, P53779, P10398, P84022, Q9UKG1, P27986, Q92569, P15153, P25054, P55211, P15056, P10415, P49841, P63000, P04637, P05412, P37173, Q07812, P61586, P45984, O00459, P01137, P45983, P40692, Q02750, P61812, P35222, Q9Y243, P31751, P28482, P01106, Q12967, P01100, Q8WYR1, P43146, P27361, P99999, O15392, P04049, Q15796, P42338, Q13485, P42336, P42574, P43246, P01116, P31749"	2604	62	6910	2.09720777	5.13E-08	1.71E-09	2.30E-07
KEGG_PATHWAY	hsa05160:Hepatitis C	87	1.6870273414776031	1.80E-10	"P60228, P63151, Q9UHD2, P42224, P62714, P01130, P30154, P30153, P53778, P10398, P53779, Q8IUC6, Q9Y2T4, P27986, P61289, Q16625, Q9Y5I7, P62993, Q92569, O15530, P56880, Q9P2K8, O95832, Q15759, Q00005, O15455, P38936, Q07869, O15264, P15056, P49841, P25963, P17181, Q07889, Q7Z434, P04637, P19438, O95786, P67775, Q15628, Q04206, P45984, P01133, Q07890, O00459, Q16539, P05015, O75925, O14543, P45983, P32881, P01569, O14920, P01375, Q14164, P29728, Q92985, Q8WTV0, O15111, Q9Y243, O15551, Q13546, P31751, P28482, Q9Y4K3, Q9Y6K9, Q13114, Q13133, P19793, P23458, Q8WYR1, P60033, P19525, P27361, P19838, Q12933, Q14653, P04049, P42338, P29597, P42336, P05198, P01116, P00533, P40763, P31749, P01112"	2604	133	6910	1.735819965	5.34E-08	1.72E-09	2.40E-07
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	58	1.1246848943184022	1.83E-10	"P08648, P12931, Q9UHD8, P51636, P60709, P35221, Q03135, Q14141, P27986, P12830, Q8IYM1, Q92569, P29353, O00401, P98077, Q9BPX5, P05556, Q13191, P50570, Q15019, O15511, P63000, Q92529, P61586, Q13418, O00459, P53675, P56539, P09497, P09496, P02751, P18206, P60953, P22681, P08581, Q9NVA2, Q9Y5K6, P35222, Q05193, P56945, P46109, Q00610, P46108, P42768, O15144, Q8WYR1, O15145, O15143, Q8WYJ6, Q13480, Q9ULV8, Q05397, P49023, P42338, P42336, Q14185, P63261, Q14247"	2604	78	6910	1.973197054	5.42E-08	1.69E-09	2.44E-07
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	80	1.5512895094046928	2.75E-10	"P63151, P62714, P30542, P30154, P30153, P53778, Q01970, P53779, Q02156, Q9Y2T4, P27986, Q92569, Q99683, O15530, P15153, Q15759, Q00005, P36507, O15264, P10415, O15269, O15121, Q13464, P05771, P63000, P04637, P19438, Q14344, Q13393, Q07812, P67775, P61586, Q15628, Q04206, P45984, P55957, P60484, Q16539, O00459, Q16537, P45983, Q03113, P17252, Q9NQ66, P01375, Q02750, Q01362, P04899, Q9Y243, Q13362, P29474, P31751, P28482, O95470, P06241, P08754, Q9UQC2, Q8WYR1, P05129, P50148, Q06190, P27361, P19838, Q12933, O14939, Q15173, Q9NYA1, P41143, P04049, Q96G23, P33527, P42338, P21453, P42336, O75116, P07339, P01116, P31749, Q05513, P01112"	2604	120	6910	1.769073221	8.16E-08	2.47E-09	3.66E-07
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	81	1.5706806282722512	2.83E-10	"P24385, P63151, P05019, P62714, P30154, P30153, P61006, P49815, P35568, Q12778, P17858, Q9Y2T4, Q15717, O43318, P61106, P27986, P36956, Q92569, O15530, O43889, Q15382, O14654, Q16822, Q00005, P01308, P48357, P06213, Q8N5S9, P13807, Q9UBK2, Q16875, Q96A54, P35575, P20248, P61019, Q05469, O43524, Q92574, P08069, P16118, P08237, P67775, O00767, O00459, Q16537, Q9UBS0, Q15831, Q01813, P23443, P61026, P13569, Q9Y243, Q13362, Q9Y376, P31751, Q15907, P37231, P42345, Q9Y478, Q96EB6, Q13131, Q8WYR1, P78396, P35558, P49327, P41235, Q13541, Q06190, Q86V24, Q15173, Q96RR4, Q9Y4H2, Q13085, P14672, P13639, P42338, P50416, P42336, Q8N122, P16671, P31749"	2604	122	6910	1.761822921	8.41E-08	2.47E-09	3.78E-07
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	62	1.202249369788637	6.73E-10	"Q9Y275, O43557, Q9NWZ3, Q99558, Q9Y6Q6, O14788, O00206, Q8IUC6, Q06187, O43318, P14778, P18428, P16885, P10415, O15519, P05362, P25963, P35354, O43561, Q8IUD2, P19438, P58753, P48061, O95786, Q15628, Q04206, P98170, P00749, Q9NYJ8, P01584, P19784, Q99836, P06239, O14920, P67870, Q13489, P01375, Q9UDY8, P68400, O15111, Q13315, Q13546, Q16548, Q13490, Q00653, P43403, P51617, P43405, P29965, Q9Y4K3, Q9Y6K9, P63279, Q13114, P07948, P19320, Q13077, P25942, P19174, Q15750, P19838, Q12933, Q99616, Q7KZS0"	2604	87	6910	1.89107827	2.00E-07	5.71E-09	8.98E-07
KEGG_PATHWAY	hsa04670:Leukocyte transendothelial migration	78	1.5125072716695753	8.66E-10	"Q8WWW0, Q14289, P60709, P35221, P53778, P61073, O95398, P55196, P27986, P15311, Q16625, Q9Y5I7, Q92569, P33151, P56880, P15153, O60716, P16885, Q15759, O95832, O43707, O15264, Q8WZA2, P05556, P05362, P26038, P52735, Q13464, Q96D37, P05771, P05107, O14950, P63000, Q08881, P04839, P48061, Q9Y5S8, P15498, P13498, P20701, P61586, O00459, Q16539, P13612, P14209, P18206, P60953, P17252, P14598, P35222, P04899, P35609, P12814, O15551, P42681, P19105, Q9UKW4, P56945, Q06124, Q9NRY4, Q9BUA6, P62834, P61224, P08754, P19320, Q08043, Q8WYR1, P16284, P05129, P19174, P50552, Q02045, P49023, Q05397, P42338, P08253, P42336, O75116, P63261"	2604	118	6910	1.754081075	2.57E-07	7.15E-09	1.16E-06
KEGG_PATHWAY	hsa04520:Adherens junction	53	1.027729299980609	1.02E-09	"P46940, P36897, P12931, P23467, P60709, P35221, P84022, P55196, O43318, P29350, P12830, P15153, O60716, P06213, O43707, O00401, O94887, O43623, Q12913, Q8WWI1, P63000, P08069, P37173, P61586, P19784, P18206, P60953, P11362, P08581, Q9UQB8, P67870, Q92793, P68400, P35222, P35609, Q8TEW0, P12814, P10586, P04626, P28482, P06241, P07947, Q07157, Q08043, P42768, Q09472, Q9BX66, P27361, P18031, Q15796, Q13485, P63261, P00533"	2604	71	6910	1.980863677	3.02E-07	8.17E-09	1.36E-06
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	120	2.326934264107039	1.55E-09	"P24385, O60814, P30447, P01892, Q13573, Q12834, P30443, O00571, P42771, P42772, P23527, Q9UBG7, Q00987, Q08AM6, P38936, O43707, P61978, P49137, P06400, Q8WUI4, Q14790, Q99879, Q5T4S7, P25963, P01889, P20248, Q93009, Q07812, Q9UQL6, P62258, P61586, Q04206, P01891, P10321, P46527, P60953, Q14160, Q92793, P43487, Q92985, P35609, P12814, Q7KZF4, P27348, P56524, P43405, P06899, P28482, P11831, Q13114, P07948, P63104, P30685, Q14839, P19525, P78396, P62380, P27361, P24941, Q12933, Q14653, P06396, P49023, P42338, P11802, P42336, Q04917, P14618, P01116, P40763, P52655, P01112, P12931, O96020, Q92769, P30504, Q96A08, P30505, P31946, P42229, P52333, P27986, P62993, Q92569, O43889, P30457, P30455, Q860B5, Q00534, P30508, P17612, P30450, P13747, P16188, O14757, P33778, P04439, Q16778, Q92831, P63000, P04637, P17693, P05412, Q15628, P30464, O00459, Q31612, P30460, P62191, P30461, Q9Y277, Q12959, Q07000, P30480, Q9UBN7, O15379, P29084, P29083, Q06330, P06493, P61981, Q13547, P03989, Q00653, P51692, P30281, Q9Y6K9, P62805, Q05086, P23458, Q08043, Q13077, Q8WYR1, Q09472, P18848, P15336, P19838, Q16611, P51681, P30481, P42574"	2604	205	6910	1.553332584	4.61E-07	1.21E-08	2.07E-06
KEGG_PATHWAY	hsa05162:Measles	85	1.6482451037424861	1.65E-09	"P24385, Q9UHD2, P42224, O96020, Q9NWZ3, O00206, P42229, O43318, P52333, P27986, P11142, Q92569, Q9P2K8, Q00534, Q9BYX4, P25103, P49841, O60880, P26038, P25963, P17181, P31995, O14798, P31994, Q7Z434, Q9NR96, P04637, P48023, P04234, P14784, O95786, O15372, Q04206, P63244, P01589, O00459, O60603, Q9NYJ8, P05015, P46527, P01584, P32881, P19784, Q99836, O14763, P34931, P01569, P67870, Q14164, P68400, P29728, Q92985, P35225, O15111, Q9Y243, Q96PM5, O60674, P20591, P51692, P51617, P31751, P06241, P30281, Q9Y4K3, P17066, O00220, P10747, P23458, Q8WYR1, Q15653, P19525, P54652, P19838, P24941, Q99704, Q14653, P42338, P29597, P11802, P42336, P25445, P15529, P05198, Q9H2X3, P40763, P31749"	2604	133	6910	1.695916057	4.90E-07	1.26E-08	2.20E-06
KEGG_PATHWAY	hsa04370:VEGF signaling pathway	47	0.9113825867752569	1.93E-09	"Q86XP0, P12931, P60953, P17252, Q08209, P53778, Q02750, Q9Y243, P27986, Q16644, Q92569, P15153, P16885, P29474, Q15759, P31751, P28482, Q9NP31, P36507, P55211, O15264, Q9UP65, P49137, P98077, Q8WYR1, P48454, P35354, P05129, P19174, P27361, P05771, P47712, Q9NYA1, P63000, P04049, P35968, Q05397, P42338, P49023, P42336, P15692, P01116, Q16539, O00459, P04792, P31749, P01112"	2604	61	6910	2.044584624	5.73E-07	1.43E-08	2.57E-06
KEGG_PATHWAY	hsa04014:Ras signaling pathway	129	2.501454333915067	3.22E-09	"Q8WWW0, Q9UHD2, P62070, P19419, P53779, Q9NZL6, P55196, Q02763, Q13671, P15153, P16885, P01308, P06213, Q7LDG7, P36507, Q9HAV0, Q9UP65, P98077, P20936, Q13153, Q07889, P04085, P47712, Q13009, Q92529, P61586, Q04206, P45984, P01133, Q07890, O43320, P01138, P45983, Q7Z569, P60953, O14920, P17252, Q05586, Q02750, P61020, Q14644, Q9Y243, Q9UBI6, Q15311, P09619, P43403, P31751, Q06124, P21802, P28482, P15036, P62834, P61224, Q9P212, P14921, Q13972, P19174, P27361, O14939, P04049, P09603, P42338, P42336, P10301, P21359, Q13224, P01116, P00533, P61328, P31749, P01112, P05019, Q13043, Q8IV61, P08138, P16234, Q12879, Q59EW6, Q92565, P27986, P11233, P62993, Q92569, Q6VAB6, P17612, P29353, P17948, P00519, P05771, O43561, P63000, P48023, P08069, Q13393, P35968, Q9P286, Q8IVT5, P15692, P49763, O00459, P14555, Q86XP0, P29317, P49765, P07333, P11362, P08581, P59768, P62158, O15111, P62873, P42684, P62879, Q12967, Q9Y6K9, O14775, Q9UQC2, Q8WYR1, O96013, Q53H76, P05129, Q8TDF6, Q13177, P19838, P51148, P10721, Q13480, P20339, P62330, P52803"	2604	226	6910	1.514671098	9.56E-07	2.33E-08	4.29E-06
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	51	0.9889470622454914	3.94E-09	"Q8IV61, P15391, Q08209, O15357, Q06187, P27986, P29350, Q92569, P62993, P15153, P16885, P40259, P36507, P20273, P49841, Q9UN19, P25963, P52735, P31995, P31994, Q96D37, Q07889, P63000, Q92835, P05412, P15498, Q04206, Q07890, O00459, O14920, Q02750, Q9UDY8, O15111, Q9Y243, Q9UKW4, P43405, P31751, P28482, P01100, Q9Y6K9, P07948, Q8WYR1, P60033, Q15653, P48454, P27361, P19838, P04049, P42338, P42336, P01116, P31749, P01112"	2604	69	6910	1.961363788	1.17E-06	2.79E-08	5.26E-06
KEGG_PATHWAY	hsa05164:Influenza A	104	2.0166763622261006	4.64E-09	"Q9UHD2, Q9NWZ3, P52594, P20036, O00206, P53778, P53779, P01911, P14324, P11142, P36507, Q9BUJ2, P55211, P05362, P25963, O14798, Q7Z434, P01903, P01906, O95786, Q04206, P45984, P45985, Q16539, Q9GZY0, P01584, P45983, P32881, P29466, Q99836, P34931, O14920, P17252, Q92793, Q02750, Q14164, P29728, Q92985, P35030, Q9Y243, O60674, P20591, P31751, P28482, P46734, P17066, P19525, P27361, Q13838, Q14653, P99999, P04049, P42338, P42336, P01920, P63261, P25445, P05198, O14733, P31749, P42224, P60709, Q8IUC6, P21796, P27986, Q92569, Q15759, Q9P2K8, O15455, Q9BYX4, O15264, P52294, P49841, P17181, P05771, P48023, P19438, P05412, Q9Y6Y0, Q86UT6, O00459, P05015, P00747, O14543, O14763, P01569, P01375, P07478, P25685, P09958, P52292, O00220, P33076, P23458, Q8WYR1, Q09472, Q15653, P15336, P54652, P19838, Q9NPJ8, P29597, O14980, P29590"	2604	174	6910	1.586065646	1.38E-06	3.21E-08	6.20E-06
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	74	1.4349427961993406	8.16E-09	"P24385, P42224, P12931, Q92769, P51178, P49815, P60709, Q01970, Q12778, Q9Y6Q9, P11166, P27986, Q92569, O15530, Q00987, P16885, Q15382, P17612, P36507, P05023, P55211, P05026, P49841, P05771, Q9BRC7, P05106, Q92831, P04637, O00459, Q9NQ66, P17252, O15379, Q02750, Q92793, P35222, Q96HR3, Q93074, Q13547, P46531, Q9Y243, P06756, P28702, P31751, P28482, P55073, P01106, P42345, Q13733, P56705, Q9NPJ6, Q9P212, P19793, P43694, Q8WYR1, Q09472, P10828, P10827, P05129, Q16665, P54709, P19174, P27361, P19634, O75448, Q15788, P04049, P03372, P42338, P53805, P42336, P63261, P01116, P31749, P01112"	2604	114	6910	1.722518662	2.42E-06	5.51E-08	1.09E-05
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	67	1.29920496412643	1.29E-08	"O14495, Q13574, P16234, P49815, P53779, P27986, P62993, Q92569, O15530, P15153, Q15382, P36507, P49619, O75912, O00401, Q9UP65, P05771, Q07889, P04085, P47712, P63000, Q92574, P05412, Q13393, P45984, P52824, P01133, Q07890, O00459, Q9UBS0, P45983, P35790, Q86XP0, Q86XP1, P23443, P17252, Q02750, P52429, P23743, Q9Y5K3, Q9Y243, P09619, P31751, P28482, Q12967, P42345, P01100, P42768, Q8WYR1, P05129, Q16665, P19174, Q13541, P27361, O14939, Q16760, P04049, Q99755, P42338, O75608, P42336, P01116, O60331, P08047, P00533, P31749, P01112"	2604	101	6910	1.760315432	3.83E-06	8.50E-08	1.72E-05
KEGG_PATHWAY	hsa04668:TNF signaling pathway	69	1.3379872018615475	2.39E-08	"Q99558, P53778, P53779, O43318, P27986, Q92569, Q99683, O43889, Q15759, P50281, P55210, Q96J02, O15264, O15519, Q14790, P05362, P35354, P25963, P19438, P05412, Q15628, Q04206, P45984, P45985, Q16539, O00459, Q9NYJ8, O14543, P45983, P01584, O14920, Q13489, P01375, Q02750, O15111, Q9Y243, Q13546, Q13490, Q13158, P31751, P28482, P01100, Q9Y6K9, P46734, Q13114, O75676, P41279, P19320, Q9Y572, Q13077, Q8WYR1, P18848, P40933, P15336, P27361, Q15750, Q13478, P19838, Q12933, Q92851, P09603, P42338, P42336, P25445, P17676, P42574, O14733, P20333, P31749"	2604	106	6910	1.727349796	7.09E-06	1.54E-07	3.18E-05
KEGG_PATHWAY	hsa04931:Insulin resistance	70	1.357378320729106	2.41E-08	"Q06210, Q96RU7, P53779, P06737, Q12778, P35568, P62136, Q02156, P11166, P11168, P27986, P36956, Q92569, O15530, O43889, Q16822, P01308, P06213, Q07869, P55055, P13807, Q9UBK2, P49841, Q9UH92, P25963, P35575, Q86YN6, P19438, Q15418, Q9UK32, P45984, Q04206, O00459, P60484, Q9UBS0, O14543, P45983, P36873, P23443, O14920, Q15349, P01375, Q9UQK1, Q9Y243, P10586, Q15257, P29474, P31751, Q06124, P11216, P42345, Q9Y478, Q13131, Q13133, Q8WYR1, O15294, P51812, P35558, P19838, Q05655, P18031, Q9Y4H2, P14672, P42338, P50416, P42336, P16671, P40763, P31749, Q05513"	2604	108	6910	1.719932298	7.15E-06	1.52E-07	3.21E-05
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	47	0.9113825867752569	2.54E-08	"Q01813, P11362, P08581, P16234, Q02750, P17858, P11166, Q9Y243, P11168, Q15118, P27986, Q92569, Q15758, P09619, P04626, P31751, P28482, P21802, P04629, P01106, P42345, P08559, P36507, P07949, Q9NTG7, Q8WYR1, P18669, O94925, Q16665, P27361, Q16288, P19367, P04637, P10721, P04049, P11177, P08237, P42338, P42336, P14618, P01116, P60484, O00459, Q9NQ88, P00533, P31749, P01112"	2604	64	6910	1.94874472	7.54E-06	1.57E-07	3.39E-05
KEGG_PATHWAY	hsa05213:Endometrial cancer	40	0.7756447547023464	4.37E-08	"P24385, P19419, O15169, P40692, Q02750, P35221, P10398, P35222, Q9Y243, P27986, P12830, P62993, Q92569, O15530, P04626, P25054, P31751, P28482, P01106, P36507, P55211, P15056, Q8WYR1, P49841, P27361, Q07889, O43524, P04637, P04049, P42338, Q13418, P42336, P01133, Q07890, P01116, P60484, O00459, P00533, P31749, P01112"	2604	52	6910	2.041238332	1.30E-05	2.65E-07	5.83E-05
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	43	0.8338181113050224	7.31E-08	"Q15831, P05019, P23443, P17252, Q15349, O14920, P49815, P01375, P62753, P35568, P23588, Q9Y243, P27986, Q9Y376, Q92569, O15530, P31751, P28482, Q15382, Q5VZM2, P01308, P42345, P15056, Q13131, O75385, Q8WYR1, P51812, P05129, Q13541, P27361, P05771, O60573, Q92574, P06730, Q15418, P42338, Q9UK32, P42336, Q8N122, P60484, O00459, Q9UBS0, P31749"	2604	58	6910	1.967331426	2.17E-05	4.34E-07	9.75E-05
KEGG_PATHWAY	hsa05168:Herpes simplex infection	105	2.036067481093659	7.77E-08	"Q9UHD2, P30447, P01892, P20036, P30443, P29692, P53779, P01911, O43318, P61978, Q96SB4, Q14790, P25963, P01889, Q93009, Q7Z434, Q9NR96, P01903, P04233, P01906, O95786, P45984, Q04206, P01891, P10321, O60603, Q9NYJ8, Q9GZY0, P01584, P45983, P32881, Q99836, O14920, Q92793, Q14164, P29728, Q92985, O60674, Q06124, P01100, Q13114, P30685, P40933, P19525, P62380, P24941, Q12933, Q9HBM6, Q14653, P99999, P01920, P25445, P05198, Q9UER7, P42224, O43557, P30504, P30505, Q07021, Q8IUC6, P62136, Q712K3, P30457, Q9P2K8, Q13616, Q13243, P30455, Q860B5, O15455, P30508, Q13242, P30450, Q9BYX4, P13747, P16188, P49848, Q13247, P04439, P17181, P24928, P04637, P48023, P19438, Q07955, P17693, P05412, P30464, Q31612, P30460, P05015, P30461, O14543, P19784, P84103, Q07000, P01569, P30480, P36873, P01375, P67870, Q03519, Q03518, P06493, P68400, P51610, O15111, P03989, Q9BRL6, Q86V81, Q13158, Q9Y6K9, Q9Y4K3, P23458, Q09472, Q13077, Q15653, Q15750, P19838, Q96G25, P49427, P29597, P30481, P42574, Q92956, P78347, P29590"	2604	183	6910	1.522563018	2.31E-05	4.53E-07	1.04E-04
KEGG_PATHWAY	hsa05131:Shigellosis	46	0.8919914679076983	1.05E-07	"P08648, P18206, P12931, O60610, P60953, Q9Y297, O14920, P60709, P53778, P53779, Q01081, O15111, P07737, P46109, Q15759, P28482, Q9H1Y0, P46108, Q9Y6K9, O15264, O00401, Q9BPX5, P42768, P05556, O15144, Q15653, O15145, P25963, O15143, Q13464, O43353, P27361, O15511, P19838, P00519, P63000, Q14185, Q04206, P63261, P45984, O75116, P35080, Q16539, P16070, P45983, Q14247"	2604	64	6910	1.907282066	3.13E-05	6.02E-07	1.41E-04
KEGG_PATHWAY	hsa05222:Small cell lung cancer	57	1.1052937754508436	1.08E-07	"P24385, O96020, P49789, P42772, P29400, P26006, P02462, P27986, Q92569, Q00534, P55211, P10415, P06400, O75928, P05556, Q9Y6N6, P08572, P25963, P35354, P04637, Q14031, Q04206, P98170, P60484, O00459, Q01955, P02751, O14920, Q13489, P35228, O15111, Q9Y243, Q13490, P06756, P28702, P31751, P07942, P01106, P11047, Q9Y4K3, Q9Y6K9, Q13114, P19793, Q8WYR1, Q13077, P10826, P24941, P19838, Q12933, P25391, P99999, Q05397, P42338, P11802, P42336, P23229, P31749"	2604	85	6910	1.779479534	3.19E-05	6.03E-07	1.43E-04
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	49	0.9501648245103742	1.37E-07	"P53779, P35568, P11166, O14654, Q16822, P48357, Q07869, Q8N5S9, Q9UBK2, Q96A54, P25963, P35575, P19438, P45984, Q04206, Q15628, O60488, O14543, P45983, Q15831, O14920, O95573, P01375, O15111, P01189, Q9Y243, O60674, P28702, P31751, Q06124, Q96GR2, P42345, Q9Y6K9, Q9Y478, Q13131, P19793, Q15653, P35558, P19838, Q12933, Q86V24, Q96RR4, Q9Y4H2, P14672, P50416, P16671, P20333, P31749, P40763"	2604	70	6910	1.857526882	4.06E-05	7.53E-07	1.83E-04
