EntrezID	Uniprot ID	Gene	hsa04010: MAPK signaling pathway	hsa04066: HIF-1 signaling pathway	hsa05164: Influenza A	hsa04510: Focal adhesion	hsa04310: Wnt signaling pathway	hsa04151: PI3K-Akt signaling pathway	hsa04068: FoxO signaling pathway	hsa04014: Ras signaling pathway	hsa04015: Rap1 signaling pathway
3630	P01308	INS		HIF-1 signaling				PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
3633	P32019	INPP5B									
3635	Q92835	INPP5D									
3636	O15357	INPPL1									
3643	P06213	INSR		HIF-1 signaling				PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
3645	P14616	INSRR									
3646	P60228	EIF3E									
3654	P51617	IRAK1									
3655	P23229	ITGA6				Focal adhesion		PI3K-Akt signaling			
3656	O43187	IRAK2									
3661	Q14653	IRF3			Influenza A Signaling						
3665	Q92985	IRF7			Influenza A Signaling						
3667	P35568	IRS1						PI3K-Akt signaling	FoxO signaling		
3670	P61371	ISL1									
3675	P26006	ITGA3				Focal adhesion		PI3K-Akt signaling			
3676	P13612	ITGA4				Focal adhesion		PI3K-Akt signaling			
3678	P08648	ITGA5				Focal adhesion		PI3K-Akt signaling			
3681	Q13349	ITGAD									
3683	P20701	ITGAL									Rap1 signaling
3685	P06756	ITGAV				Focal adhesion		PI3K-Akt signaling			
3688	P05556	ITGB1				Focal adhesion		PI3K-Akt signaling			Rap1 signaling
3689	P05107	ITGB2									Rap1 signaling
3690	P05106	ITGB3				Focal adhesion		PI3K-Akt signaling			Rap1 signaling
3691	P16144	ITGB4				Focal adhesion		PI3K-Akt signaling			
3692	P56537	EIF6									
3693	P18084	ITGB5				Focal adhesion		PI3K-Akt signaling			
3694	P18564	ITGB6				Focal adhesion		PI3K-Akt signaling			
3695	P26010	ITGB7				Focal adhesion		PI3K-Akt signaling			
3702	Q08881	ITK									
3710	Q14573	ITPR3									
3716	P23458	JAK1			Influenza A Signaling			PI3K-Akt signaling			
3717	O60674	JAK2			Influenza A Signaling			PI3K-Akt signaling			
3718	P52333	JAK3						PI3K-Akt signaling			
3725	P05412	JUN	MAPK signaling		Influenza A Signaling	Focal adhesion	Wnt signaling				
3727	P17535	JUND	MAPK signaling								
3728	P14923	JUP									
3732	P27701	CD82									
3735	Q15046	KARS									
3758	P48048	KCNJ1									
3760	P48549	KCNJ3									
3762	P48544	KCNJ5									
3763	P48051	KCNJ6									
3765	Q92806	KCNJ9									
3766	P78508	KCNJ10									
3767	Q14654	KCNJ11									
3778	Q12791	KCNMA1									
3782	Q9UGI6	KCNN3									
3783	O15554	KCNN4									
3784	P51787	KCNQ1									
3791	P35968	KDR				Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
3795	P50053	KHK									
3798	Q12840	KIF5A									
3799	P33176	KIF5B									
3800	O60282	KIF5C									
3802	P43626	KIR2DL1									
3803	P43627	KIR2DL2									
3804	P43628	KIR2DL3									
3805	Q99706	KIR2DL4									
3806	Q14954	KIR2DS1									
3809	P43632	KIR2DS4									
3811	P43629	KIR3DL1									
3812	P43630	KIR3DL2									
3815	P10721	KIT						PI3K-Akt signaling		Ras signaling	Rap1 signaling
3817	P20151	KLK2									
3821	P26715	KLRC1									
3822	P26717	KLRC2									
3824	Q13241	KLRD1									
3827	P01042	KNG1									
3831	Q07866	KLC1									
3836	P52294	KPNA1			Influenza A Signaling						
3837	Q14974	KPNB1									
3838	P52292	KPNA2			Influenza A Signaling						
3845	P01116	KRAS	MAPK signaling					PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
3858	P13645	KRT10									
3875	P05783	KRT18									
3897	P32004	L1CAM									
3912	P07942	LAMB1				Focal adhesion		PI3K-Akt signaling			
3915	P11047	LAMC1				Focal adhesion		PI3K-Akt signaling			
3916	P11279	LAMP1									
3920	P13473	LAMP2									
3921	P08865	RPSA									
3925	P16949	STMN1	MAPK signaling								
3929	P18428	LBP									
3931	P04180	LCAT									
3932	P06239	LCK									
3937	Q13094	LCP2									Rap1 signaling
3938	P09848	LCT									
3939	P00338	LDHA		HIF-1 signaling							
3945	P07195	LDHB									
3949	P01130	LDLR									
3953	P48357	LEPR									
3973	P22888	LHCGR									
3977	P42702	LIFR									
3980	P49916	LIG3									
3981	P49917	LIG4									
3983	O14639	ABLIM1									
3984	P53667	LIMK1									
3990	P11150	LIPC									
3991	Q05469	LIPE									
3998	P49257	LMAN1									
4000	P02545	LMNA									
4001	P20700	LMNB1									
4008	Q8WWI1	LMO7									
4012	Q9UIQ6	LNPEP									
4023	P06858	LPL									
4035	Q07954	LRP1									
4036	P98164	LRP2									
4040	O75581	LRP6					Wnt signaling				
4041	O75197	LRP5					Wnt signaling				
4046	P33241	LSP1									
4048	P09960	LTA4H									
4067	P07948	LYN									
4068	O60880	SH2D1A									
4074	P20645	M6PR									
4085	Q13257	MAD2L1									
4086	Q15797	SMAD1									
4087	Q15796	SMAD2							FoxO signaling		
4088	P84022	SMAD3					Wnt signaling		FoxO signaling		
4089	Q13485	SMAD4					Wnt signaling		FoxO signaling		
4090	Q99717	SMAD5									
4093	O15198	SMAD9									
4099	P20916	MAG									
4124	Q16706	MAN2A1									
4137	P10636	MAPT	MAPK signaling								
4141	P56192	MARS									
4144	P31153	MAT2A									
4145	P42679	MATK									
4157	Q01726	MC1R									
4158	Q01718	MC2R									
4160	P32245	MC4R									
4170	Q07820	MCL1						PI3K-Akt signaling			
4171	P49736	MCM2									
4172	P25205	MCM3									
4173	P33991	MCM4									
4174	P33992	MCM5									
4175	Q14566	MCM6									
4176	P33993	MCM7									
4179	P15529	CD46									
4190	P40925	MDH1									
4191	P40926	MDH2									
4193	Q00987	MDM2						PI3K-Akt signaling	FoxO signaling		
4194	O15151	MDM4									
4199	P48163	ME1									
4205	Q02078	MEF2A									
4209	Q14814	MEF2D									
4214	Q13233	MAP3K1	MAPK signaling								
4215	Q99759	MAP3K3	MAPK signaling								
4216	Q9Y6R4	MAP3K4	MAPK signaling								
4217	Q99683	MAP3K5	MAPK signaling								
4218	P61006	RAB8A									
4233	P08581	MET				Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
4261	P33076	CIITA			Influenza A Signaling						
4267	P14209	CD99									
4282	P14174	MIF									
4286	O75030	MITF									
4287	P54252	ATXN3									
4292	P40692	MLH1									
4296	Q16584	MAP3K11	MAPK signaling								
4300	P42568	MLLT3									
4301	P55196	AFDN								Ras signaling	Rap1 signaling
4306	P08235	NR3C2									
4311	P08473	MME									
4313	P08253	MMP2									
4323	P50281	MMP14									
4350	P29372	MPG									
4351	P34949	MPI									
4357	P25325	MPST									
4358	P39210	MPV17									
4363	P33527	ABCC1									
4436	P43246	MSH2									
4440	O43347	MSI1									
4478	P26038	MSN									
4481	P21757	MSR1									
4489	P04731	MT1A									
4513	P00403	MT-CO2									
4515	P56278	MTCP1						PI3K-Akt signaling			
4522	P11586	MTHFD1									
4536	P03891	MT-ND2									
4543	P48039	MTNR1A									
4544	P49286	MTNR1B									
4547	P55157	MTTP									
4550	Q8IVG9	MT-RNR2									
4589	Q8TAX7	MUC7									
4599	P20591	MX1			Influenza A Signaling						
4602	P10242	MYB						PI3K-Akt signaling			
4609	P01106	MYC	MAPK signaling				Wnt signaling	PI3K-Akt signaling			
4615	Q99836	MYD88			Influenza A Signaling						
4619	P12882	MYH1									
4621	P11055	MYH3									
4627	P35579	MYH9									
4628	P35580	MYH10									
4635	P12829	MYL4									
4636	Q02045	MYL5				Focal adhesion					
4637	P60660	MYL6									
4638	Q15746	MYLK				Focal adhesion					
4659	O14974	PPP1R12A				Focal adhesion					
4668	P17050	NAGA									
4670	P52272	HNRNPM									
4684	P13591	NCAM1									
4690	P16333	NCK1									
4691	P19338	NCL									
4695	O43678	NDUFA2									
4697	O00483	NDUFA4									
4698	Q16718	NDUFA5									
4701	O95182	NDUFA7									
4704	Q16795	NDUFA9									
4707	O75438	NDUFB1									
4709	O43676	NDUFB3									
4710	O95168	NDUFB4									
4712	O95139	NDUFB6									
4719	P28331	NDUFS1									
4720	O75306	NDUFS2									
4722	O75489	NDUFS3									
4723	P49821	NDUFV1									
4724	O43181	NDUFS4									
4726	O75380	NDUFS6									
4728	O00217	NDUFS8									
4734	P46934	NEDD4									
4735	Q15019	SEPT2									
4736	P62906	RPL10A									
4741	P07197	NEFM									
4744	P12036	NEFH									
4747	P07196	NEFL									
4763	P21359	NF1	MAPK signaling							Ras signaling	
4771	P35240	NF2									
4790	P19838	NFKB1	MAPK signaling	HIF-1 signaling	Influenza A Signaling			PI3K-Akt signaling		Ras signaling	
4791	Q00653	NFKB2	MAPK signaling								
4792	P25963	NFKBIA			Influenza A Signaling						
4793	Q15653	NFKBIB			Influenza A Signaling						
4800	P23511	NFYA									
4802	Q13952	NFYC									
4803	P01138	NGF	MAPK signaling					PI3K-Akt signaling		Ras signaling	Rap1 signaling
4804	P08138	NGFR						PI3K-Akt signaling		Ras signaling	Rap1 signaling
4809	P55769	SNU13									
4831	P22392	NME2									
4832	Q13232	NME3									
4837	P40261	NNMT									
4842	P29475	NOS1									
4843	P35228	NOS2		HIF-1 signaling							
4846	P29474	NOS3		HIF-1 signaling				PI3K-Akt signaling			
4851	P46531	NOTCH1									
4860	P00491	PNP									
4864	O15118	NPC1									
4891	P49281	SLC11A2									
4899	Q16656	NRF1									
4905	P46459	NSF									
4914	P04629	NTRK1	MAPK signaling								
4915	Q16620	NTRK2	MAPK signaling								
4916	Q16288	NTRK3									
4923	P30989	NTSR1									
4939	P29728	OAS2			Influenza A Signaling						
4942	P04181	OAT									
4952	Q01968	OCRL									
4985	P41143	OPRD1									
4998	Q13415	ORC1									
5000	O43929	ORC4									
5008	P13725	OSM						PI3K-Akt signaling			
5019	P55809	OXCT1									
5021	P30559	OXTR									
5029	P41231	P2RY2									
5033	P13674	P4HA1									
5034	P07237	P4HB									
5042	Q9H361	PABPC3									
5045	P09958	FURIN			Influenza A Signaling						
5050	Q15102	PAFAH1B3									
5052	Q06830	PRDX1									
5054	P05121	SERPINE1		HIF-1 signaling							
5055	P05120	SERPINB2									
5058	Q13153	PAK1	MAPK signaling			Focal adhesion				Ras signaling	
5062	Q13177	PAK2	MAPK signaling			Focal adhesion				Ras signaling	
5071	O60260	PARK2									
5077	P23760	PAX3									
5081	P23759	PAX7									
5091	P11498	PC									
5093	Q15365	PCBP1									
5105	P35558	PCK1						PI3K-Akt signaling	FoxO signaling		
5106	Q16822	PCK2						PI3K-Akt signaling	FoxO signaling		
5111	P12004	PCNA									
5119	Q9HD42	CHMP1A									
5136	P54750	PDE1A									
5142	Q07343	PDE4B									
5144	Q08499	PDE4D									
5147	O43924	PDE6D									
5148	P18545	PDE6G									
5149	Q13956	PDE6H									
5154	P04085	PDGFA	MAPK signaling			Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
5156	P16234	PDGFRA	MAPK signaling			Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
5159	P09619	PDGFRB	MAPK signaling			Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
5160	P08559	PDHA1		HIF-1 signaling							
5162	P11177	PDHB		HIF-1 signaling							
5163	Q15118	PDK1		HIF-1 signaling							
5167	P22413	ENPP1									
5170	O15530	PDPK1				Focal adhesion		PI3K-Akt signaling	FoxO signaling		
5173	P01213	PDYN									
5175	P16284	PECAM1									
5196	P02776	PF4									
5198	O15067	PFAS									
5207	P16118	PFKFB1									
5209	Q16875	PFKFB3		HIF-1 signaling							
5211	P17858	PFKL		HIF-1 signaling							
5213	P08237	PFKM									
5214	Q01813	PFKP									
5216	P07737	PFN1									Rap1 signaling
5217	P35080	PFN2									Rap1 signaling
5223	P18669	PGAM1									
5226	P52209	PGD									
5228	P49763	PGF				Focal adhesion		PI3K-Akt signaling		Ras signaling	Rap1 signaling
5236	P36871	PGM1									
5238	O95394	PGM3									
5241	P06401	PGR									
5243	P08183	ABCB1									
5255	P46020	PHKA1									
5256	P46019	PHKA2									
5261	P15735	PHKG2									
5264	O14832	PHYH									
5286	O00443	PIK3C2A									
5287	O00750	PIK3C2B									
5289	Q8NEB9	PIK3C3									
5290	P42336	PIK3CA		HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5291	P42338	PIK3CB		HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5292	P11309	PIM1									
5295	P27986	PIK3R1		HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5296	O00459	PIK3R2		HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5297	P42356	PI4KA									
5300	Q13526	PIN1									
5315	P14618	PKM									
5320	P14555	PLA2G2A								Ras signaling	
5321	P47712	PLA2G4A	MAPK signaling							Ras signaling	
5327	P00750	PLAT									
5328	P00749	PLAU									
5329	Q03405	PLAUR									
5331	Q01970	PLCB3					Wnt signaling				Rap1 signaling
5333	P51178	PLCD1									
5335	P19174	PLCG1		HIF-1 signaling						Ras signaling	Rap1 signaling
5336	P16885	PLCG2		HIF-1 signaling						Ras signaling	
5337	Q13393	PLD1								Ras signaling	
5338	O14939	PLD2								Ras signaling	
5340	P00747	PLG			Influenza A Signaling						
5347	P53350	PLK1							FoxO signaling		
5352	O00469	PLOD2									
5356	O43660	PLRG1									
5360	P55058	PLTP									
5371	P29590	PML			Influenza A Signaling						
5372	Q92871	PMM1									
5413	Q99719	SETP%									
5424	P28340	POLD1									
5425	P49005	POLD2									
5429	Q9Y253	POLH									
5430	P24928	POLR2A									
5434	P19388	POLR2E									
5435	P61218	POLR2F									
5440	P53803	POLR2K									
5443	P01189	POMC									
5444	P27169	PON1									
5445	Q15165	PON2									
5464	Q15181	PPA1									
5465	Q07869	PPARA									
5467	Q03181	PPARD					Wnt signaling				
5468	P37231	PPARG									
5494	P35813	PPM1A	MAPK signaling								
5495	O75688	PPM1B	MAPK signaling								
5499	P62136	PPP1CA				Focal adhesion					
5501	P36873	PPP1CC				Focal adhesion					
5507	Q9UQK1	PPP1R3C									
5515	P67775	PPP2CA						PI3K-Akt signaling			
5516	P62714	PPP2CB						PI3K-Akt signaling			
5518	P30153	PPP2R1A						PI3K-Akt signaling			
5519	P30154	PPP2R1B						PI3K-Akt signaling			
5520	P63151	PPP2R2A						PI3K-Akt signaling			
5521	Q00005	PPP2R2B						PI3K-Akt signaling			
5522	Q9Y2T4	PPP2R2C						PI3K-Akt signaling			
5523	Q06190	PPP2R3A						PI3K-Akt signaling			
5524	Q15257	PTPA									
5526	Q15173	PPP2R5B						PI3K-Akt signaling			
5527	Q13362	PPP2R5C						PI3K-Akt signaling			
5529	Q16537	PPP2R5E						PI3K-Akt signaling			
5530	Q08209	PPP3CA	MAPK signaling				Wnt signaling				
5533	P48454	PPP3CC	MAPK signaling				Wnt signaling				
5536	P53041	PPP5C	MAPK signaling								
5546	Q92733	PRCC									
5550	P48147	PREP									
5562	Q13131	PRKAA1						PI3K-Akt signaling	FoxO signaling		
5564	Q9Y478	PRKAB1							FoxO signaling		
5566	P17612	PRKACA	MAPK signaling				Wnt signaling			Ras signaling	
5569	P61925	PKIA									
5573	P10644	PRKAR1A									
5575	P31321	PRKAR1B									
5576	P13861	PRKAR2A									
5578	P17252	PRKCA	MAPK signaling	HIF-1 signaling	Influenza A Signaling	Focal adhesion	Wnt signaling	PI3K-Akt signaling		Ras signaling	Rap1 signaling
5579	P05771	PRKCB	MAPK signaling	HIF-1 signaling	Influenza A Signaling	Focal adhesion	Wnt signaling			Ras signaling	Rap1 signaling
5580	Q05655	PRKCD									
5581	Q02156	PRKCE									
5582	P05129	PRKCG	MAPK signaling	HIF-1 signaling		Focal adhesion	Wnt signaling			Ras signaling	Rap1 signaling
5583	P24723	PRKCH									
5584	P41743	PRKCI									Rap1 signaling
5587	Q15139	PRKD1									Rap1 signaling
5590	Q05513	PRKCZ									Rap1 signaling
5591	P78527	PRKDC									
5592	Q13976	PRKG1									
5594	P28482	MAPK1	MAPK signaling	HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5595	P27361	MAPK3	MAPK signaling	HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5598	Q13164	MAPK7	MAPK signaling								
5599	P45983	MAPK8	MAPK signaling		Influenza A Signaling	Focal adhesion	Wnt signaling		FoxO signaling	Ras signaling	
5600	Q15759	MAPK11	MAPK signaling		Influenza A Signaling				FoxO signaling		Rap1 signaling
5601	P45984	MAPK9	MAPK signaling		Influenza A Signaling	Focal adhesion	Wnt signaling		FoxO signaling	Ras signaling	
5602	P53779	MAPK10	MAPK signaling		Influenza A Signaling	Focal adhesion	Wnt signaling		FoxO signaling	Ras signaling	
5603	O15264	MAPK13	MAPK signaling		Influenza A Signaling				FoxO signaling		Rap1 signaling
5604	Q02750	MAP2K1	MAPK signaling	HIF-1 signaling	Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5605	P36507	MAP2K2	MAPK signaling	HIF-1 signaling	Influenza A Signaling			PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5606	P46734	MAP2K3	MAPK signaling		Influenza A Signaling						Rap1 signaling
5609	O14733	MAP2K7	MAPK signaling		Influenza A Signaling						
5610	P19525	EIF2AK2			Influenza A Signaling						
5621	P04156	PRNP									
5630	P41219	PRPH									
5645	P07478	PRSS2			Influenza A Signaling						
5646	P35030	PRSS3			Influenza A Signaling						
5660	P07602	PSAP									
5662	A5PKW4	PSD									
5663	P49768	PSEN1					Wnt signaling				
5664	P49810	PSEN2									
5682	P25786	PSMA1									
5684	P25788	PSMA3									
5686	P28066	PSMA5									
5687	P60900	PSMA6									
5688	O14818	PSMA7									
5689	P20618	PSMB1									
5690	P49721	PSMB2									
5691	P49720	PSMB3									
5692	P28070	PSMB4									
5694	P28072	PSMB6									
5696	P28062	PSMB8									
5698	P28065	PSMB9									
5700	P62191	PSMC1									
5701	P35998	PSMC2									
5702	P17980	PSMC3									
5704	P43686	PSMC4									
5706	P62333	PSMC6									
5707	Q99460	PSMD1									
5708	Q13200	PSMD2									
5709	O43242	PSMD3									
5710	P55036	PSMD4									
5714	P48556	PSMD8									
5717	O00231	PSMD11									
5719	Q9UNM6	PSMD13									
5720	Q06323	PSME1									
5721	Q9UL46	PSME2									
5723	P78330	PSPH									
5724	P25105	PTAFR									
5727	Q13635	PTCH1									
5728	P60484	PTEN				Focal adhesion		PI3K-Akt signaling	FoxO signaling		
5729	Q13258	PTGDR									
5730	P41222	PTGDS									
5731	P34995	PTGER1									
5732	P43116	PTGER2									
5734	P35408	PTGER4									
5739	P43119	PTGIR									
5740	Q16647	PTGIS									
5742	P23219	PTGS1									
5743	P35354	PTGS2									
5745	Q03431	PTH1R									
5747	Q05397	PTK2				Focal adhesion		PI3K-Akt signaling			
5770	P18031	PTPN1									
5771	P17706	PTPN2									
5777	P29350	PTPN6									
5778	P35236	PTPN7	MAPK signaling								
5781	Q06124	PTPN11								Ras signaling	
5787	P23467	PTPRB									
5788	P08575	PTPRC									
5792	P10586	PTPRF									
5795	Q12913	PTPRJ									
5801	Q15256	PTPRR	MAPK signaling								
5824	P40855	PEX19									
5825	P28288	ABCD3									
5828	P28328	PEX2									
5829	P49023	PXN				Focal adhesion					
5831	P32322	PYCR1									
5832	P54886	ALDH18A1									
5834	P11216	PYGB									
5836	P06737	PYGL									
5859	P47897	QARS									
5860	P09417	QDPR									
5861	P62820	RAB1A									
5862	P61019	RAB2A									
5864	P20336	RAB3A									
5867	P20338	RAB4A									
5868	P20339	RAB5A								Ras signaling	
5869	P61020	RAB5B								Ras signaling	
5872	P51153	RAB13									
5874	O00194	RAB27B									
5878	P51148	RAB5C								Ras signaling	
5879	P63000	RAC1	MAPK signaling			Focal adhesion	Wnt signaling	PI3K-Akt signaling		Ras signaling	Rap1 signaling
5880	P15153	RAC2	MAPK signaling			Focal adhesion	Wnt signaling			Ras signaling	Rap1 signaling
5885	O60216	RAD21									
5889	O43502	RAD51C									
5893	P43351	RAD52									
5894	P04049	RAF1	MAPK signaling		Influenza A Signaling	Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	Rap1 signaling
5898	P11233	RALA								Ras signaling	Rap1 signaling
5900	Q12967	RALGDS								Ras signaling	Rap1 signaling
5901	P62826	RAN									
5902	P43487	RANBP1									
5903	P49792	RANBP2									
5905	P46060	RANGAP1									
5906	P62834	RAP1A	MAPK signaling			Focal adhesion				Ras signaling	Rap1 signaling
5908	P61224	RAP1B	MAPK signaling			Focal adhesion				Ras signaling	Rap1 signaling
5909	P47736	RAP1GAP									Rap1 signaling
5914	P10276	RARA									
5915	P10826	RARB									
5917	P54136	RARS									
5921	P20936	RASA1	MAPK signaling							Ras signaling	
5923	Q13972	RASGRF1	MAPK signaling			Focal adhesion				Ras signaling	
5925	P06400	RB1									
5957	P35243	RCVRN									
5962	P35241	RDX									
5970	Q04206	RELA	MAPK signaling	HIF-1 signaling	Influenza A Signaling			PI3K-Akt signaling		Ras signaling	
5972	P00797	REN									
5976	Q92900	UPF1									
5979	P07949	RET									
5985	P40937	RFC5									
5997	P41220	RGS2									
5998	P49796	RGS3									
6009	Q15382	RHEB						PI3K-Akt signaling			
6011	Q15835	GRK1									
6048	Q99942	RNF5									
6093	Q13464	ROCK1				Focal adhesion					
6095	P35398	RORA									
6096	Q92753	RORB									
6100	Q8TA86	RP9									
6117	P27694	RPA1									
6118	P15927	RPA2									
6119	P35244	RPA3									
6122	P39023	RPL3									
6123	Q92901	RPL3L									
6124	P36578	RPL4									
6125	P46777	RPL5									
6128	Q02878	RPL6									
6129	P18124	RPL7									
6130	P62424	RPL7A									
6132	P62917	RPL8									
6133	P32969	RPL9									
6134	P27635	RPL10									
6135	P62913	RPL11									
6136	P30050	RPL12									
6137	P26373	RPL13									
6138	P61313	RPL15									
6139	P18621	RPL17									
6141	Q07020	RPL18									
6143	P84098	RPL19									
6144	P46778	RPL21									
6146	P35268	RPL22									
6147	P62750	RPL23A									
6152	P83731	RPL24									
6154	P61254	RPL26									
6156	P62888	RPL30									
6157	P46776	RPL27A									
6158	P46779	RPL28									
6159	P47914	RPL29									
6160	P62899	RPL31									
6161	P62910	RPL32									
6164	P49207	RPL34									
6165	P18077	RPL35A									
6167	P61927	RPL37									
6168	P61513	RPL37A									
6169	P63173	RPL38									
6171	P62945	RPL41									
6175	P05388	RPLP0									
6176	P05386	RPLP1									
6181	P05387	RPLP2									
6182	P52815	MRPL12									
6184	P04843	RPN1									
6185	P04844	RPN2									
6187	P15880	RPS2									
6188	P23396	RPS3									
6189	P61247	RPS3A									
6191	P62701	RPS4X									
6193	P46782	RPS5									
6194	P62753	RPS6		HIF-1 signaling				PI3K-Akt signaling			
6195	Q15418	RPS6KA1	MAPK signaling								
6196	Q15349	RPS6KA2	MAPK signaling								
6197	P51812	RPS6KA3	MAPK signaling								
6198	P23443	RPS6KB1		HIF-1 signaling				PI3K-Akt signaling			
6199	Q9UBS0	RPS6KB2		HIF-1 signaling				PI3K-Akt signaling			
6201	P62081	RPS7									
6202	P62241	RPS8									
6203	P46781	RPS9									
6204	P46783	RPS10									
6205	P62280	RPS11									
6206	P25398	RPS12									
6207	P62277	RPS13									
6208	P62263	RPS14									
6209	P62841	RPS15									
6210	P62244	RPS15A									
6217	P62249	RPS16									
6218	P08708	RPS17									
6222	P62269	RPS18									
6223	P39019	RPS19									
6224	P60866	RPS20									
6227	P63220	RPS21									
6229	P62847	RPS24									
6230	P62851	RPS25									
6231	P62854	RPS26									
6232	P42677	RPS27									
6233	P62979	RPS27A									
6234	P62857	RPS28									
6235	P62273	RPS29									
6237	P10301	RRAS	MAPK signaling							Ras signaling	Rap1 signaling
6240	P23921	RRM1									
6241	P31350	RRM2									
6256	P19793	RXRA						PI3K-Akt signaling			
6257	P28702	RXRB									
6259	P34925	RYK									
6262	Q92736	RYR2									
6263	Q15413	RYR3									
6272	Q99523	SORT1									
6295	P10523	SAG									
6300	P53778	MAPK12	MAPK signaling		Influenza A Signaling				FoxO signaling		Rap1 signaling
6301	P49591	SARS									
6319	O00767	SCD									
6337	P37088	SCNN1A									
6340	P51170	SCNN1G									
6342	P22307	SCP2									
6357	Q99616	CCL13									
6358	Q16627	CCL14									
6361	Q92583	CCL17									
6367	O00626	CCL22									
6382	P18827	SDC1									
6383	P34741	SDC2									
6387	P48061	CXCL12									
6389	P31040	SDHA									
6396	P55735	SEC13									
6400	Q9UBV2	SEL1L									
6402	P14151	SELL									
6403	P16109	SELP									
6404	Q14242	SELPLG									
6405	Q13275	SEMA3F									
6416	P45985	MAP2K4	MAPK signaling		Influenza A Signaling						
6426	Q07955	SRSF1									
6428	P84103	SRSF3									
6430	Q13243	SRSF5									
6431	Q13247	SRSF6									
6445	Q13326	SGCG									
6446	O00141	SGK1						PI3K-Akt signaling	FoxO signaling		
6452	P78314	SH3BP2									
6455	Q99961	SH3GL1									
6456	Q99962	SH3GL2									
6457	Q99963	SH3GL3									
6464	P29353	SHC1				Focal adhesion				Ras signaling	
6470	P34896	SHMT1									
6472	P34897	SHMT2									
6484	Q11206	ST3GAL4									
6498	P12757	SKIL									
6505	P43005	SLC1A1									
6510	Q15758	SLC1A5									
6513	P11166	SLC2A1		HIF-1 signaling							
6514	P11168	SLC2A2									
6517	P14672	SLC2A4							FoxO signaling		
6520	P08195	SLC3A2									
6521	P02730	SLC4A1									
6523	P13866	SLC5A1									
6541	P30825	SLC7A1									
6548	P19634	SLC9A1									
6558	P55011	SLC12A2									
6591	O43623	SNAI2									
6606	Q16637	SMN1									
6607	Q16637	SMN2									
6608	Q99835	SMO									
6611	P52788	SMS									
6612	P55854	SUMO3									
6613	P61956	SUMO2									
6616	P60880	SNAP25									
6622	P37840	SNCA									
6624	Q16658	FSCN1									
6625	P08621	SNRNP70									
6627	P09661	SNRPA1									
6629	P08579	SNRPB2									
6632	P62314	SNRPD1									
6633	P62316	SNRPD2									
6642	Q13596	SNX1									
6643	O60749	SNX2									
6648	P04179	SOD2							FoxO signaling		
6654	Q07889	SOS1	MAPK signaling			Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	
6655	Q07890	SOS2	MAPK signaling			Focal adhesion		PI3K-Akt signaling	FoxO signaling	Ras signaling	
6657	P48431	SOX2									
6667	P08047	SP1									
6693	P16150	SPN									
6696	P10451	SPP1				Focal adhesion		PI3K-Akt signaling			
6708	P02549	SPTA1									
6709	Q13813	SPTAN1									
6714	P12931	SRC				Focal adhesion					Rap1 signaling
6720	P36956	SREBF1									
6722	P11831	SRF	MAPK signaling								
6723	P19623	SRM									
6727	P37108	SRP14									
6728	P09132	SRP19									
6730	Q9UHB9	SRP68									
6731	O76094	SRP72									
6732	Q96SB4	SRPK1									
6738	P10155	TROVE2									
6741	P05455	SSB									
6745	P43307	SSR1									
6747	Q9UNL2	SSR3									
6748	P51571	SSR4									
6752	P30874	SSTR2									
6768	Q9Y5Y6	ST14									
6772	P42224	STAT1			Influenza A Signaling						
6774	P40763	STAT3		HIF-1 signaling					FoxO signaling		
6776	P42229	STAT5A									
6777	P51692	STAT5B									
6778	P42226	STAT6									
6789	Q13043	STK4	MAPK signaling						FoxO signaling	Ras signaling	
6790	O14965	AURKA									
6794	Q15831	STK11						PI3K-Akt signaling	FoxO signaling		
6804	Q16623	STX1A									
6809	Q13277	STX3									
6810	Q12846	STX4									
6811	Q13190	STX5									
